30034266676520;21772
374622461899618;40017
3559787865837281;11854
6304120878658422;23624
5602222574958261;24944
3532633779992121;24996
3581064644860618;32537
4917884727945397;33251
374283315203190;12867
201453044183174;8936
5374567963382606;32053
5007660850072029;37373
3534728416099310;27219
3563811502964987;44527
3568055626628376;8242
3566628746427234;34053
5007661592879200;9322
374622197921199;11661
3529846269935591;28221
4508794941065861;6211
5602237020075908;26027
3538192315016394;14473
4041591197256;10654
3587734076823391;13069
5610381906912311;25816
6706649755914296;15610
377199262004786;34821
3532504034684748;40970
3539873407209604;28233
3548098802347416;13378
4844874228366084;37949
374288677420886;31140
6387057415028679;25712
56022234209586321;39802
3573859921343356;36141
50389630799130802;43455
374622774087984;13971
5002357251102720;40399
3539322760208399;34560
5010129694148564;37649
4003020377941;13915
6386517694856901;26944
5641821221840492;18319
5224610293623224;24656
201702970990667;15668
30438227121429;14886
201514488673689;30706
3564495915582542;44958
3577434110855424;48397
3539201875950428;30186
5602235738179707;43141
3551962711946051;25188
5602259426046317;26508
3580500211359774;9025
5007665427736766;25843
5305606477548643;43032
6394639151886138;8230
3536924282807476;46102
3583808059394895;11300
5100171859444033;17730
3548014742741337;26016
30500437263463;30092
346599123589875;5999
201622800770230;48292
3580091924645154;30295
30285993954768;25528
3584103071773394;30809
6763677828386085;36954
3552176318769498;35716
3542726383859500;17544
5002355172592110;28282
676235125901083138;28464
4405466654986468;9946
493605817423637563;7287
5108758970068857;49619
3582341018885796;42702
3535536741192620;14838
670641769837021307;40901
4911928056058078;32313
3586513404750513;11183
4905046205504765;42414
3576764398519339;22721
5602215336272567;17835
3543613404450189;34900
5602243691740092748;28810
4913097586939195;38037
5641829287742627;30236
560224343848212210;33060
4353012636192049;6652
374622487711706;30364
3560526081435851;24732
3531293760959620;18577
3564722044995836;49337
5602255438523756;16455
3549710477875302;35248
201622727208991;39711
3559819637951338;23480
3552610734452768;25204
3554965125677367;31865
5641827416320901;28664
